Locus	Name	main	G1_trimmed_unaligned_RFAM_RNACentral	G2_trimmed_unaligned_RFAM_RNACentral	G3_trimmed_unaligned_RFAM_RNACentral	U1_trimmed_unaligned_RFAM_RNACentral	W0U1_trimmed_unaligned_RFAM_RNACentral	W0U2_trimmed_unaligned_RFAM_RNACentral	W0U3_trimmed_unaligned_RFAM_RNACentral	W3I1_trimmed_unaligned_RFAM_RNACentral	W3I2_trimmed_unaligned_RFAM_RNACentral	W3I3_trimmed_unaligned_RFAM_RNACentral	W5I1_trimmed_unaligned_RFAM_RNACentral	W5I2_trimmed_unaligned_RFAM_RNACentral	W5I3_trimmed_unaligned_RFAM_RNACentral	W7I1_trimmed_unaligned_RFAM_RNACentral	W7I2_trimmed_unaligned_RFAM_RNACentral	W7I3_trimmed_unaligned_RFAM_RNACentral
chr16B:652759-654821	Cluster_53882	410	230	74	68	34	0	0	0	1	0	0	0	0	1	0	1	1
chr16B:658155-661458	Cluster_53885	769	308	151	130	53	0	1	0	1	0	0	1	3	3	20	38	60
chr16B:684487-689769	Cluster_53895	1110	144	265	199	155	0	2	0	0	0	0	3	2	2	54	149	135
chr16B:700150-701710	Cluster_53901	289	41	61	52	29	0	0	0	0	0	0	1	0	0	23	48	34
chr16B:701814-705849	Cluster_53902	725	111	178	134	103	0	0	0	0	0	1	0	2	5	29	56	106
chr16B:705984-707666	Cluster_53903	303	202	34	34	31	0	0	0	0	0	0	0	0	0	0	0	2
chr16B:709127-710078	Cluster_53905	395	230	81	55	15	0	0	0	0	0	0	0	0	1	2	4	7
chr16B:723917-725562	Cluster_53910	343	64	110	102	53	0	0	0	0	0	0	0	0	0	1	5	8
chr16B:728266-732114	Cluster_53913	3089	589	1003	753	646	0	0	0	0	1	0	2	7	17	4	36	31
chr16B:748611-748911	Cluster_53921	243	37	85	52	47	0	0	0	1	0	0	0	0	1	3	7	10
chr16B:755572-756899	Cluster_53926	632	83	161	100	76	0	0	0	0	0	0	0	1	0	30	91	90
chr16B:776920-778771	Cluster_53933	316	191	60	41	16	0	0	1	0	0	1	0	0	1	1	2	2
chr16B:786750-789595	Cluster_53935	1921	669	540	407	290	0	0	0	0	1	0	0	0	0	5	1	8
chr16B:794877-795249	Cluster_53939	406	51	74	72	96	0	0	0	0	0	0	0	0	0	16	45	52
chr16B:803650-805161	Cluster_53943	274	27	47	57	37	0	0	0	0	0	0	0	0	2	17	45	42
chr16B:807887-810519	Cluster_53947	851	109	207	130	100	0	0	0	0	1	0	0	0	0	58	108	138
chr16B:810802-811352	Cluster_53948	555	70	139	94	48	0	0	0	0	0	0	0	0	0	28	90	86
chr16B:811450-812768	Cluster_53949	1191	157	314	204	126	0	0	0	0	0	0	2	1	0	60	149	178
chr16B:814131-814871	Cluster_53951	298	60	57	53	40	0	0	0	0	0	0	0	0	0	15	39	34
chr16B:815564-816517	Cluster_53953	828	118	210	187	76	0	0	0	0	0	0	0	0	1	50	86	100
chr16B:817774-819994	Cluster_53955	1972	258	437	377	282	0	0	0	0	0	1	0	1	1	114	236	265
chr16B:821008-822418	Cluster_53956	565	131	138	116	131	0	0	0	0	0	0	0	1	0	5	27	16
chr16B:823559-826772	Cluster_53957	864	60	185	144	85	0	0	0	1	0	0	2	0	1	74	155	157
chr16B:831908-832764	Cluster_53963	260	25	57	47	39	0	0	0	0	0	0	0	0	0	18	33	41
chr16B:833001-834905	Cluster_53964	2633	326	622	470	335	0	1	0	0	0	0	2	1	0	153	327	396
chr16B:835172-836053	Cluster_53965	1206	147	289	206	92	0	0	0	0	0	0	0	1	0	99	160	212
chr16B:836142-836868	Cluster_53966	384	26	79	56	36	0	0	0	0	0	0	0	0	0	41	77	69
chr16B:837745-839044	Cluster_53968	1881	180	426	336	184	0	1	0	0	1	0	4	1	2	146	277	323
chr16B:839926-840322	Cluster_53971	303	27	61	39	26	0	0	1	0	0	0	1	0	0	26	59	63
chr16B:840399-847977	Cluster_53972	3348	482	902	641	400	0	6	16	0	5	8	5	1	13	150	319	400
chr16B:848082-849556	Cluster_53973	386	36	111	77	48	0	1	0	0	0	0	0	0	0	14	42	57
chr16B:863775-866548	Cluster_53984	638	161	202	160	87	0	0	1	0	1	3	0	1	6	1	8	7
chr16B:885345-887564	Cluster_53990	671	87	147	111	87	0	0	0	0	0	0	0	2	1	43	91	102
chr16B:898443-900993	Cluster_53995	4810	980	1761	1279	775	0	1	0	0	0	0	1	2	3	1	3	4
chr16B:967290-970116	Cluster_54028	1263	346	430	394	89	0	0	0	0	0	0	0	2	0	0	2	0
chr16B:1010279-1014625	Cluster_54045	3357	2289	558	428	59	0	0	0	0	1	1	0	0	0	9	5	7
chr16B:1020399-1023017	Cluster_54048	2385	406	754	610	574	0	1	0	1	2	0	0	4	8	9	9	7
chr16B:1072483-1073884	Cluster_54069	346	98	101	67	45	0	0	0	0	0	0	0	0	0	9	15	11
chr16B:1102425-1103731	Cluster_54079	494	409	38	28	16	0	0	0	0	0	0	0	0	1	0	2	0
chr16B:1104209-1105824	Cluster_54081	303	214	35	27	25	0	0	0	0	0	0	0	0	0	0	1	1
chr16B:1115421-1116703	Cluster_54090	294	49	73	66	42	0	0	0	0	0	0	0	1	0	22	18	23
chr16B:1127634-1128673	Cluster_54094	254	36	84	76	19	0	0	0	0	0	0	0	0	1	9	14	15
chr16B:1179517-1183230	Cluster_54115	1041	740	147	114	36	0	0	0	0	0	0	0	1	0	0	2	1
chr16B:1186817-1189203	Cluster_54117	3904	771	1309	961	801	2	0	0	1	1	1	0	8	8	7	17	17
chr16B:1206100-1207902	Cluster_54122	1503	199	322	270	221	0	0	0	0	0	0	1	2	0	87	200	201
chr16B:1233173-1234396	Cluster_54135	284	180	37	28	12	0	0	1	0	0	0	0	0	0	5	10	11
chr16B:1243224-1245087	Cluster_54139	530	48	110	85	54	0	0	1	0	0	0	0	0	2	51	82	97
chr16B:1300792-1301617	Cluster_54164	293	174	55	45	17	0	0	0	0	0	0	0	0	0	0	0	2
chr16B:1301723-1303117	Cluster_54165	566	349	104	79	22	0	0	0	0	0	0	0	0	2	0	6	4
chr16B:1308287-1309906	Cluster_54170	286	61	73	67	83	0	0	0	1	0	1	0	0	0	0	0	0
chr16B:1354389-1355366	Cluster_54190	543	123	177	121	102	0	0	0	0	1	0	1	1	1	4	5	7
chr16B:1365573-1368617	Cluster_54197	5419	1432	1740	1298	691	0	1	1	1	1	0	0	20	40	37	85	72
chr16B:1375861-1376721	Cluster_54205	446	61	93	69	70	0	0	0	0	0	0	0	0	0	37	61	55
chr16B:1377952-1378220	Cluster_54206	260	38	58	52	49	0	0	0	0	0	0	0	0	0	14	33	16
chr16B:1399130-1401660	Cluster_54212	1305	261	468	367	205	0	0	0	1	1	0	0	0	0	0	1	1
chr16B:1449141-1450313	Cluster_54221	1225	727	224	198	57	1	0	0	0	1	0	0	1	9	1	2	4
chr16B:1450412-1450919	Cluster_54222	508	398	58	37	10	0	0	0	0	1	0	0	0	0	1	2	1
chr16B:1451001-1451102	Cluster_54223	280	232	26	19	0	0	0	0	0	0	0	0	0	0	1	1	1
chr16B:1451199-1452189	Cluster_54224	797	638	83	63	11	0	0	0	0	0	0	0	0	1	0	1	0
chr16B:1493901-1499364	Cluster_54237	4223	1131	1378	1060	630	0	0	1	0	0	0	0	3	2	5	2	11
chr16B:1523125-1523338	Cluster_54243	925	218	244	237	206	0	0	0	0	0	0	0	0	1	6	6	7
chr16B:1567921-1569666	Cluster_54267	281	40	52	39	39	0	1	0	0	0	0	0	0	1	23	33	53
chr16B:1680197-1681459	Cluster_54286	287	32	79	65	33	0	0	0	0	0	0	0	1	0	20	23	34
chr16B:1682051-1683691	Cluster_54287	541	80	121	106	54	0	0	0	0	0	0	0	2	0	28	55	95
chr16B:1710410-1712135	Cluster_54294	471	224	123	84	32	0	2	0	1	2	0	0	0	2	0	0	1
chr16B:1736597-1738294	Cluster_54298	507	95	156	163	83	0	1	0	0	0	0	0	0	1	1	3	4
chr16B:1746170-1746982	Cluster_54304	17902	4482	5033	3897	4383	2	1	0	1	3	4	1	11	28	13	28	15
chr16B:1761781-1763962	Cluster_54306	509	204	110	96	85	0	0	0	0	0	0	0	0	0	4	4	6
chr16B:1787287-1788950	Cluster_54318	730	126	229	211	126	0	0	0	0	1	1	0	4	6	5	6	15
chr16B:1800517-1806991	Cluster_54324	95722	70976	13034	10104	1497	3	8	2	5	10	3	4	20	5	10	26	15
chr16B:1830259-1831760	Cluster_54333	308	73	78	61	60	0	0	0	0	0	0	0	4	6	10	10	6
chr16B:1834155-1834553	Cluster_54335	620	79	147	124	101	0	0	0	0	0	0	1	0	0	32	74	62
chr16B:1871556-1872452	Cluster_54354	428	119	125	95	73	0	0	0	0	0	1	0	0	1	5	3	6
chr16B:1925842-1931333	Cluster_54367	9264	1557	2752	2151	1417	1	2	1	0	6	7	3	34	80	243	504	506
chr16B:1973650-1973957	Cluster_54378	1830	266	630	455	268	0	0	0	0	1	1	1	4	20	40	72	72
chr16B:1990954-1991448	Cluster_54383	352	86	104	87	69	0	0	0	0	0	0	0	0	2	1	0	3
chr16B:2021301-2021562	Cluster_54392	413	53	83	79	62	0	0	0	0	0	0	0	0	0	19	56	61
chr16B:2090951-2091416	Cluster_54401	547	77	100	89	94	0	0	0	0	0	0	0	0	0	32	75	80
chr16B:2106642-2107544	Cluster_54406	6473	1555	1906	1447	1520	0	0	0	0	1	2	0	4	11	11	10	6
chr16B:2210356-2212508	Cluster_54443	314	189	30	38	28	0	1	0	0	0	0	0	0	0	3	12	13
chr16B:2219982-2222060	Cluster_54446	623	129	208	144	131	0	0	0	0	0	0	0	0	2	1	4	4
chr16B:2254150-2258720	Cluster_54452	1201	133	268	185	173	0	0	0	0	0	1	1	0	1	66	165	208
chr16B:2278691-2280018	Cluster_54463	249	39	41	40	35	0	0	0	0	0	0	0	0	0	17	41	36
chr16B:2282700-2283513	Cluster_54466	513	46	109	91	79	0	0	1	0	0	0	0	0	2	29	80	76
chr16B:2311850-2312157	Cluster_54489	246	29	48	50	26	0	0	0	0	0	0	0	0	0	21	33	39
chr16B:2313408-2314345	Cluster_54491	414	48	85	60	49	0	0	0	0	0	0	0	1	0	35	58	78
chr16B:2317139-2318156	Cluster_54494	725	72	159	137	114	0	0	0	0	0	0	2	0	0	58	98	85
chr16B:2318260-2319519	Cluster_54495	495	43	97	84	67	0	0	0	0	0	0	3	0	1	47	82	71
chr16B:2319605-2320991	Cluster_54496	808	113	195	128	121	0	0	0	0	0	1	0	1	1	51	99	98
chr16B:2321103-2321768	Cluster_54497	467	158	87	66	49	0	0	0	0	0	0	1	1	0	20	36	49
chr16B:2324597-2328181	Cluster_54500	1065	120	247	163	168	0	1	0	0	0	0	0	0	0	90	135	141
chr16B:2329118-2332697	Cluster_54501	1087	110	215	192	141	0	1	0	0	1	1	2	0	0	84	173	167
chr16B:2334529-2336210	Cluster_54504	1298	132	263	211	175	0	0	0	0	0	1	2	3	1	108	202	200
chr16B:2337509-2338817	Cluster_54507	403	48	77	63	33	0	0	0	0	0	0	1	0	0	41	78	62
chr16B:2338925-2340502	Cluster_54508	718	65	136	109	95	0	0	0	0	0	0	0	0	0	63	127	123
chr16B:2340841-2341720	Cluster_54510	1131	145	254	207	155	0	0	0	0	0	0	1	0	0	82	133	154
chr16B:2341800-2344471	Cluster_54511	2586	313	536	419	325	0	2	1	1	1	0	3	1	1	211	400	372
chr16B:2344650-2350288	Cluster_54512	8218	956	1725	1403	996	0	3	4	0	0	0	4	5	4	629	1225	1264
chr16B:2350896-2352454	Cluster_54515	1293	145	247	229	196	0	0	0	0	0	1	0	0	1	77	201	196
chr16B:2352596-2358300	Cluster_54516	6393	710	1324	1065	762	1	2	1	1	2	1	3	2	2	520	959	1038
chr16B:2358757-2362219	Cluster_54518	3665	416	853	649	461	0	0	1	0	2	0	4	2	0	283	478	516
chr16B:2364406-2366994	Cluster_54521	1939	227	454	392	237	0	0	2	0	0	0	3	1	0	134	237	252
chr16B:2367182-2368368	Cluster_54522	507	47	115	92	52	0	0	1	0	0	0	2	0	0	47	70	81
chr16B:2368709-2370008	Cluster_54523	2323	230	567	445	261	0	1	0	0	0	0	0	0	1	165	328	325
chr16B:2370100-2373849	Cluster_54524	3500	453	853	683	414	0	2	0	0	0	0	2	7	4	218	430	434
chr16B:2375765-2376947	Cluster_54527	3540	3043	260	188	13	0	0	0	0	0	0	0	1	1	8	11	15
chr16B:2377050-2377400	Cluster_54528	794	682	62	41	4	0	0	0	0	0	0	0	0	0	0	4	1
chr16B:2378449-2379261	Cluster_54530	1197	969	108	66	12	0	0	0	0	0	0	0	1	0	7	19	15
chr16B:2381645-2383210	Cluster_54532	672	85	149	109	98	0	0	0	0	0	0	0	1	0	51	75	104
chr16B:2387003-2391462	Cluster_54535	1284	142	281	218	173	0	0	0	0	0	0	0	1	1	103	149	216
chr16B:2396351-2398821	Cluster_54539	1060	122	219	168	139	0	0	1	0	0	0	1	0	1	78	159	172
chr16B:2401061-2403567	Cluster_54543	1626	176	366	271	236	0	0	0	0	0	0	2	1	1	135	222	216
chr16B:2403651-2405604	Cluster_54544	846	111	162	139	110	0	0	0	0	0	0	0	0	0	51	128	145
chr16B:2405967-2409018	Cluster_54545	740	85	137	131	121	0	1	0	0	0	1	0	2	0	54	111	97
chr16B:2411135-2412661	Cluster_54548	848	89	198	151	106	0	0	1	0	1	0	0	1	1	62	124	114
chr16B:2414758-2415969	Cluster_54549	444	43	101	74	56	0	0	0	0	0	0	0	0	2	41	64	63
chr16B:2416316-2417348	Cluster_54550	1223	132	269	228	182	0	2	1	0	0	0	3	1	1	77	154	173
chr16B:2417550-2418367	Cluster_54551	592	77	143	103	121	0	1	0	0	0	0	1	2	0	24	57	63
chr16B:2435669-2437856	Cluster_54560	416	47	98	101	53	0	1	0	0	0	0	0	0	0	33	36	47
chr16B:2442295-2443017	Cluster_54564	386	31	87	69	33	0	0	0	0	0	0	2	0	0	37	61	66
chr16B:2443633-2446398	Cluster_54566	991	158	221	182	169	0	0	1	0	0	0	1	0	0	56	95	108
chr16B:2456786-2457639	Cluster_54576	480	42	131	102	43	0	0	0	0	0	0	0	0	0	42	60	60
chr16B:2461050-2463071	Cluster_54580	37753	7556	13788	10575	4575	2	1	4	3	9	13	5	49	104	267	375	427
chr16B:2463201-2463803	Cluster_54581	6251	1109	2173	1662	1026	0	1	0	1	1	2	1	14	39	45	86	91
chr16B:2531698-2532805	Cluster_54606	294	28	68	54	40	0	0	0	0	0	0	0	1	0	20	46	37
chr16B:2533050-2533562	Cluster_54607	276	28	71	52	31	0	0	0	0	0	0	0	0	0	24	28	42
chr16B:2533702-2535196	Cluster_54608	683	86	180	123	93	0	0	0	0	0	0	0	0	0	28	78	95
chr16B:2564142-2565213	Cluster_54619	280	114	70	51	39	0	0	0	0	0	0	0	0	0	0	4	2
chr16B:2565299-2566888	Cluster_54620	290	124	56	63	41	0	0	0	0	0	0	0	0	0	1	1	4
chr16B:2575531-2577195	Cluster_54624	2058	487	685	538	332	0	0	0	0	0	0	0	1	2	2	4	7
chr16B:2580389-2582571	Cluster_54626	460	103	134	113	104	0	0	0	0	0	0	0	0	1	0	2	3
chr16B:2582790-2584734	Cluster_54627	443	103	143	101	75	0	0	0	1	0	1	0	3	2	6	4	4
chr16B:2627536-2628314	Cluster_54635	479	50	90	70	73	0	0	0	0	0	0	1	0	0	39	80	76
chr16B:2633711-2635457	Cluster_54639	727	165	251	198	102	0	0	0	0	0	0	0	2	0	3	2	4
chr16B:2638651-2641853	Cluster_54640	3868	668	1256	974	952	0	0	0	0	0	1	0	4	1	1	3	8
chr16B:2673254-2674364	Cluster_54645	476	58	104	90	71	0	0	1	0	0	0	0	1	1	33	63	54
chr16B:2682644-2684257	Cluster_54653	269	148	52	39	26	0	0	0	0	0	0	1	0	0	1	1	1
chr16B:2693583-2696186	Cluster_54659	394	54	70	73	44	0	0	0	0	0	1	0	1	1	13	61	76
chr16B:2696280-2698184	Cluster_54660	313	21	85	59	50	0	0	0	0	0	0	1	0	0	14	51	32
chr16B:2817224-2820902	Cluster_54708	813	123	268	206	134	0	0	1	0	0	1	2	1	2	20	33	22
chr16B:2876630-2877716	Cluster_54716	447	74	137	119	108	0	0	0	0	0	0	0	0	3	1	2	3
chr16B:2880928-2884052	Cluster_54718	256	28	57	43	36	0	0	0	0	0	1	0	0	0	14	39	38
chr16B:2923726-2925830	Cluster_54731	468	102	153	100	84	0	0	0	2	0	1	0	1	6	6	4	9
chr16B:2925933-2929103	Cluster_54732	543	142	160	123	104	0	0	0	0	0	0	0	2	2	2	6	2
chr16B:2932511-2936273	Cluster_54734	4006	887	1273	982	740	0	0	1	0	1	0	0	9	21	9	45	38
chr16B:2965954-2968963	Cluster_54741	3661	793	1078	864	777	0	1	0	1	3	2	2	7	21	24	38	50
chr16B:2974854-2975289	Cluster_54745	623	114	157	102	100	0	1	0	0	0	0	2	0	0	26	50	71
chr16B:2979355-2980416	Cluster_54749	288	26	74	57	56	1	0	0	0	0	0	0	0	0	15	23	36
chr16B:3051125-3051251	Cluster_54771	246	63	53	47	67	0	0	0	0	0	0	1	0	0	5	5	5
chr16B:3102598-3106877	Cluster_54788	3159	596	938	745	571	0	0	0	1	2	7	1	22	58	51	90	77
chr16B:3131969-3134550	Cluster_54796	533	350	57	77	39	1	0	0	0	0	0	0	0	0	5	3	1
chr16B:3159081-3160036	Cluster_54805	342	42	83	66	33	0	0	0	0	2	0	1	0	0	22	44	49
chr16B:3203161-3205464	Cluster_54814	1306	225	411	350	276	0	0	2	0	0	0	0	4	10	4	15	9
chr16B:3361563-3362027	Cluster_54864	484	65	123	104	64	0	0	0	0	0	0	3	0	0	17	56	52
chr16B:3366243-3369912	Cluster_54866	1496	1126	182	135	44	0	1	0	0	0	0	1	1	0	1	2	3
chr16B:3420084-3422102	Cluster_54889	312	31	77	54	40	0	1	0	0	0	0	1	1	0	30	40	37
chr16B:3448102-3450136	Cluster_54895	354	37	70	56	40	0	0	0	0	0	0	0	1	0	23	67	60
chr16B:3575603-3577061	Cluster_54922	311	64	72	55	47	0	0	0	0	0	0	1	0	0	16	26	30
chr16B:3615201-3616805	Cluster_54934	542	82	143	106	72	0	0	0	0	0	1	1	0	1	28	52	56
chr16B:3618354-3619970	Cluster_54935	424	47	110	71	39	0	0	0	0	0	0	1	0	0	24	49	83
chr16B:3638915-3640062	Cluster_54942	249	47	43	24	133	0	0	0	1	0	0	0	1	0	0	0	0
chr16B:3643076-3644439	Cluster_54946	268	170	35	37	22	0	0	0	0	0	0	0	1	0	0	3	0
chr16B:3659311-3661139	Cluster_54951	380	55	117	114	82	0	0	0	0	0	0	0	4	1	0	3	4
chr16B:3663937-3665807	Cluster_54955	598	402	91	77	24	0	0	0	0	0	0	0	1	0	1	0	2
chr16B:3720150-3720446	Cluster_54963	600	119	193	163	106	0	1	0	0	1	1	0	0	0	3	4	9
chr16B:3720640-3720812	Cluster_54964	272	44	97	81	42	0	0	0	0	0	0	0	0	2	3	0	3
chr16B:3748487-3750448	Cluster_54969	363	80	124	95	56	0	0	1	0	1	0	0	1	1	1	1	2
chr16B:3751550-3752715	Cluster_54970	389	101	124	77	83	0	0	0	0	0	0	0	0	1	1	1	1
chr16B:3880354-3882055	Cluster_55005	296	179	48	40	25	0	0	0	0	0	0	0	0	0	0	1	3
chr16B:3882135-3883947	Cluster_55006	525	307	102	70	39	0	0	0	0	0	0	0	1	0	1	4	1
chr16B:3919560-3921072	Cluster_55020	422	86	132	125	75	0	0	0	0	0	0	0	0	0	0	4	0
chr16B:3962220-3962311	Cluster_55039	293	111	78	80	17	0	0	0	0	0	0	0	0	1	6	0	0
chr16B:3985253-3985768	Cluster_55053	331	22	66	47	33	0	0	0	0	0	0	0	1	0	32	61	69
chr16B:3986050-3986434	Cluster_55054	476	52	104	91	81	0	0	0	0	0	2	0	1	3	31	54	57
chr16B:3995802-3996118	Cluster_55062	362	51	83	68	35	0	0	0	0	0	0	1	0	1	14	54	55
chr16B:3997253-3997765	Cluster_55063	476	54	73	83	42	0	1	0	0	0	0	2	0	1	25	90	105
chr16B:4045727-4047425	Cluster_55084	291	219	39	21	10	0	0	0	0	0	0	0	0	0	1	0	1
chr16B:4047517-4048505	Cluster_55085	301	199	40	28	25	0	0	0	0	0	0	0	1	0	0	5	3
chr16B:4048749-4049478	Cluster_55086	254	203	21	18	9	0	0	0	0	0	0	0	0	1	1	0	1
chr16B:4095567-4099126	Cluster_55097	1181	211	380	254	323	0	1	0	0	0	0	0	0	1	3	4	4
chr16B:4153058-4153821	Cluster_55126	767	668	57	34	6	0	0	0	0	0	0	0	0	0	1	0	1
chr16B:4154353-4154606	Cluster_55127	578	502	45	28	0	0	0	0	0	0	0	0	0	0	0	1	2
chr16B:4155000-4155423	Cluster_55128	1071	912	78	69	1	0	0	0	0	0	0	0	0	0	1	5	5
chr16B:4156100-4156359	Cluster_55129	532	455	44	26	2	0	0	0	0	0	0	0	0	0	1	2	2
chr16B:4156674-4157266	Cluster_55130	1156	986	89	63	6	0	0	0	0	0	0	0	0	0	0	2	10
chr16B:4157750-4158021	Cluster_55131	1086	914	86	80	0	0	0	0	0	1	0	0	1	0	2	1	1
chr16B:4170352-4171271	Cluster_55140	453	59	94	70	64	0	0	0	0	1	0	1	0	1	38	52	73
chr16B:4188863-4191884	Cluster_55150	3975	834	1293	974	804	0	0	0	0	1	1	2	5	14	9	21	17
chr16B:4194038-4199310	Cluster_55151	6248	1192	2040	1656	1245	0	1	1	0	1	2	0	11	19	14	36	30
chr16B:4232658-4234784	Cluster_55168	418	106	125	96	76	0	0	0	0	0	2	0	1	4	2	5	1
chr16B:4270083-4272920	Cluster_55178	1292	235	442	299	296	0	1	1	1	0	1	1	2	1	3	4	5
chr16B:4272993-4274387	Cluster_55179	421	78	153	113	75	0	0	1	0	0	0	0	0	0	0	1	0
chr16B:4288750-4290012	Cluster_55189	452	371	45	33	2	0	0	0	0	0	0	0	0	0	1	0	0
chr16B:4303754-4304897	Cluster_55199	368	185	97	82	4	0	0	0	0	0	0	0	0	0	0	0	0
chr16B:4314864-4317107	Cluster_55203	1269	1057	103	75	13	0	0	0	0	0	0	1	0	0	3	9	8
chr16B:4317200-4320171	Cluster_55204	2817	2231	262	233	39	0	1	1	0	0	0	1	1	0	12	14	22
chr16B:4348433-4350008	Cluster_55211	950	125	207	171	149	0	0	0	0	0	0	1	2	4	57	112	122
chr16B:4350654-4352009	Cluster_55213	3583	320	736	553	403	0	0	2	0	0	0	5	5	3	357	559	640
chr16B:4356004-4356319	Cluster_55218	593	69	110	110	90	0	0	0	0	0	0	2	0	0	43	88	81
chr16B:4359901-4360170	Cluster_55219	921	117	210	179	143	0	0	1	0	0	0	0	1	0	54	105	111
chr16B:4363050-4363322	Cluster_55221	1573	169	371	268	327	0	0	0	1	0	0	1	2	0	77	160	197
chr16B:4364651-4368582	Cluster_55222	83694	9678	18313	14565	14003	5	13	30	5	8	17	83	104	82	6924	10215	9649
chr16B:4395722-4398367	Cluster_55229	355	105	91	74	81	0	0	0	1	0	0	0	1	0	1	1	0
chr16B:4414000-4414382	Cluster_55233	245	37	58	37	35	0	0	0	0	0	0	0	0	0	20	28	30
chr16B:4416208-4416863	Cluster_55235	425	41	73	62	76	0	0	0	0	0	0	1	2	0	33	71	66
chr16B:4454532-4455989	Cluster_55249	426	98	159	118	47	0	0	0	0	0	0	0	0	0	0	3	1
chr16B:4484685-4488400	Cluster_55252	470	56	103	72	68	0	1	1	0	1	0	1	0	0	24	66	77
chr16B:4490160-4491465	Cluster_55254	997	296	287	231	139	0	0	0	0	0	0	0	8	2	5	12	17
chr16B:4493400-4496022	Cluster_55255	739	211	252	179	71	0	4	4	0	2	2	1	1	4	2	2	4
chr16B:4511584-4513891	Cluster_55259	2849	595	1029	807	414	0	0	0	0	1	0	0	1	1	0	0	1
chr16B:4514551-4516714	Cluster_55261	641	153	198	173	111	0	0	1	0	0	0	0	0	1	1	1	2
chr16B:4541254-4542115	Cluster_55266	365	68	82	63	37	1	0	0	0	0	0	0	0	1	24	40	49
chr16B:4547305-4547921	Cluster_55270	509	68	125	93	77	0	0	0	0	0	1	0	0	1	24	59	61
chr16B:4566661-4567115	Cluster_55283	290	39	58	58	23	0	0	0	0	0	0	0	1	0	22	48	41
chr16B:4569860-4570806	Cluster_55286	425	75	103	79	40	0	0	0	0	0	0	0	1	1	20	45	61
chr16B:4581554-4583168	Cluster_55292	264	38	53	37	47	0	0	0	0	0	0	0	0	0	11	36	42
chr16B:4612664-4614667	Cluster_55308	254	32	46	34	41	0	0	1	0	0	0	0	1	4	17	32	46
chr16B:4635213-4635764	Cluster_55318	350	52	86	66	62	0	1	0	0	0	1	0	3	4	28	20	27
chr16B:4662292-4665586	Cluster_55331	1322	123	275	241	159	0	0	0	1	0	1	3	4	1	114	192	208
chr16B:4666894-4668372	Cluster_55334	456	55	119	73	53	0	0	0	1	0	0	0	0	0	29	70	56
chr16B:4669448-4670624	Cluster_55337	403	52	77	77	45	0	0	0	0	0	0	2	1	0	35	60	54
chr16B:4671698-4672884	Cluster_55339	434	58	114	82	65	0	0	0	0	0	0	0	0	1	22	43	49
chr16B:4672971-4673763	Cluster_55340	305	36	74	52	21	0	0	0	0	0	0	1	0	0	26	50	45
chr16B:4674866-4676099	Cluster_55342	333	43	59	61	66	0	0	0	0	0	0	0	0	0	26	37	41
chr16B:4685952-4692809	Cluster_55349	1716	181	360	273	246	0	1	0	0	0	1	0	0	0	123	257	274
chr16B:4724998-4727038	Cluster_55358	1866	383	680	511	285	0	0	0	0	0	1	0	0	0	1	3	2
chr16B:4727730-4728565	Cluster_55359	271	52	87	70	61	0	0	0	0	0	1	0	0	0	0	0	0
chr16B:4736171-4738447	Cluster_55360	722	189	258	201	69	0	0	0	0	1	2	0	0	0	1	0	1
chr16B:4742692-4745396	Cluster_55361	561	396	71	68	17	0	0	0	0	0	0	1	0	0	0	4	4
chr16B:4838298-4839922	Cluster_55401	374	119	110	73	60	0	0	0	0	0	0	0	0	0	2	7	3
chr16B:4958191-4963947	Cluster_55421	6561	3182	1803	1357	205	2	0	0	1	0	0	0	2	1	0	2	6
chr16B:4970405-4970649	Cluster_55424	523	55	120	110	41	0	0	0	0	1	1	0	1	0	38	68	88
chr16B:5061836-5064760	Cluster_55455	410	86	134	108	77	0	0	0	0	0	1	0	1	0	1	1	1
chr16B:5116757-5120162	Cluster_55473	552	75	124	109	75	0	0	2	1	0	0	0	0	0	19	80	67
chr16B:5120389-5124214	Cluster_55474	503	56	99	77	58	0	0	0	0	0	1	1	1	0	28	87	95
chr16B:5125907-5127613	Cluster_55476	488	51	112	94	43	0	0	0	0	0	0	0	0	0	31	72	85
chr16B:5127695-5130125	Cluster_55477	313	32	64	45	42	0	0	0	0	0	0	2	0	0	22	53	53
chr16B:5131645-5132391	Cluster_55478	307	38	72	51	42	0	0	0	0	0	0	0	0	0	20	32	52
chr16B:5134402-5136566	Cluster_55481	322	56	82	52	37	0	0	0	0	0	0	0	0	0	17	46	32
chr16B:5152217-5155505	Cluster_55489	1399	949	187	142	84	0	0	0	0	0	0	1	0	1	11	10	14
chr16B:5164929-5170091	Cluster_55494	1207	248	390	337	183	0	1	1	0	0	0	0	0	0	13	15	19
chr16B:5232201-5233183	Cluster_55523	277	25	48	54	31	0	0	0	1	1	0	0	3	2	13	59	40
chr16B:5252939-5253896	Cluster_55534	712	100	176	114	83	0	0	0	0	0	1	1	0	0	50	98	89
chr16B:5254239-5256908	Cluster_55535	1172	127	271	207	138	0	0	1	0	0	0	1	1	1	103	156	166
chr16B:5270359-5273349	Cluster_55537	707	401	124	94	81	0	0	0	0	0	0	0	0	2	2	2	1
